('port 1',TE,1,'port 1',1,'transmission')
(101,3)
1.8737e+014	0.00304187	-0.656532
1.87495e+014	0.00323257	0.547611
1.8762e+014	0.00398258	1.61324
1.87745e+014	0.00470611	2.52471
1.8787e+014	0.00500475	3.3777
1.87995e+014	0.00481927	4.24891
1.8812e+014	0.00439327	5.19829
1.88245e+014	0.00415962	6.23829
1.8837e+014	0.00436696	7.27662
1.88495e+014	0.00478101	8.22162
1.88619e+014	0.00501356	9.08406
1.88744e+014	0.00486792	9.91526
1.88869e+014	0.00439109	10.7665
1.88994e+014	0.00381935	11.6805
1.89119e+014	0.00345014	12.6586
1.89244e+014	0.00339733	13.623
1.89369e+014	0.00348348	14.4972
1.89494e+014	0.00347908	15.2813
1.89619e+014	0.00329327	16.0124
1.89744e+014	0.00297108	16.7318
1.89869e+014	0.00263526	17.481
1.89993e+014	0.00243472	18.2879
1.90118e+014	0.00248409	19.1337
1.90243e+014	0.00278483	19.9629
1.90368e+014	0.00322437	20.7544
1.90493e+014	0.0036618	21.53
1.90618e+014	0.00399941	22.3211
1.90743e+014	0.00422248	23.1525
1.90868e+014	0.00440683	24.0345
1.90993e+014	0.00466699	24.9544
1.91118e+014	0.00505432	25.8825
1.91243e+014	0.00550516	26.7967
1.91368e+014	0.00590156	27.6975
1.91492e+014	0.00616607	28.5986
1.91617e+014	0.00630747	29.5141
1.91742e+014	0.0064002	30.4491
1.91867e+014	0.00651638	31.3967
1.91992e+014	0.00666411	32.3449
1.92117e+014	0.00678982	33.2872
1.92242e+014	0.00683611	34.2268
1.92367e+014	0.00679092	35.1711
1.92492e+014	0.00668721	36.1247
1.92617e+014	0.00656284	37.0864
1.92742e+014	0.00642343	38.0519
1.92866e+014	0.00624665	39.0198
1.92991e+014	0.00601978	39.9941
1.93116e+014	0.00576515	40.9796
1.93241e+014	0.00552195	41.9764
1.93366e+014	0.00530112	42.9782
1.93491e+014	0.0050683	43.981
1.93616e+014	0.00478527	44.9914
1.93741e+014	0.00447145	46.0253
1.93866e+014	0.00421776	47.0925
1.93991e+014	0.0041136	48.1787
1.94116e+014	0.00414252	49.2533
1.94241e+014	0.00419218	50.3053
1.94365e+014	0.00418267	51.3539
1.9449e+014	0.00416214	52.4252
1.94615e+014	0.00427382	53.518
1.9474e+014	0.00459519	54.5949
1.94865e+014	0.00502781	55.6252
1.9499e+014	0.00539558	56.6172
1.95115e+014	0.00560528	57.6005
1.9524e+014	0.00571693	58.6011
1.95365e+014	0.00589319	59.6216
1.9549e+014	0.00624179	60.6369
1.95615e+014	0.00669205	61.621
1.95739e+014	0.00706012	62.5734
1.95864e+014	0.00721258	63.5147
1.95989e+014	0.00716946	64.4696
1.96114e+014	0.00709488	65.4506
1.96239e+014	0.00716655	66.445
1.96364e+014	0.00740161	67.4239
1.96489e+014	0.00763238	68.3712
1.96614e+014	0.00766391	69.2969
1.96739e+014	0.00743217	70.2255
1.96864e+014	0.00705431	71.1806
1.96989e+014	0.00675344	72.1669
1.97114e+014	0.00667021	73.1584
1.97238e+014	0.00671566	74.1212
1.97363e+014	0.00665931	75.0475
1.97488e+014	0.0063374	75.9586
1.97613e+014	0.00577233	76.8884
1.97738e+014	0.00516655	77.8658
1.97863e+014	0.00476776	78.8855
1.97988e+014	0.0046315	79.8941
1.98113e+014	0.00454786	80.8473
1.98238e+014	0.00426641	81.7546
1.98363e+014	0.00370203	82.6619
1.98488e+014	0.00298399	83.6358
1.98613e+014	0.00241247	84.7387
1.98737e+014	0.00222994	85.9063
1.98862e+014	0.00226283	86.9715
1.98987e+014	0.00215293	87.9274
1.99112e+014	0.00175643	88.8856
1.99237e+014	0.00123234	90.0547
1.99362e+014	0.00113032	91.6037
1.99487e+014	0.00160734	92.8811
1.99612e+014	0.00207305	93.8493
1.99737e+014	0.00225008	94.7533
1.99862e+014	0.00216521	95.7245
('port 2',TE,1,'port 1',1,'transmission')
(101,3)
1.8737e+014	0.000811385	-2.69424
1.87495e+014	0.000702611	-1.61428
1.8762e+014	0.000625533	-0.443751
1.87745e+014	0.000613237	0.759537
1.8787e+014	0.000644494	1.90348
1.87995e+014	0.000669418	2.9742
1.8812e+014	0.000655367	4.01587
1.88245e+014	0.000600173	5.08607
1.8837e+014	0.000531897	6.24524
1.88495e+014	0.000502541	7.51442
1.88619e+014	0.000549285	8.79273
1.88744e+014	0.000649939	9.96942
1.88869e+014	0.000756932	11.0541
1.88994e+014	0.000839224	12.0978
1.89119e+014	0.00088946	13.1422
1.89244e+014	0.000922008	14.2131
1.89369e+014	0.000966478	15.3144
1.89494e+014	0.00105028	16.4222
1.89619e+014	0.00117724	17.5032
1.89744e+014	0.00132499	18.543
1.89869e+014	0.00146192	19.5504
1.89993e+014	0.00156456	20.5437
1.90118e+014	0.00162719	21.5414
1.90243e+014	0.00166402	22.5569
1.90368e+014	0.001703	23.5929
1.90493e+014	0.00177005	24.6388
1.90618e+014	0.0018713	25.6768
1.90743e+014	0.00198886	26.6952
1.90868e+014	0.00209364	27.6944
1.90993e+014	0.00216243	28.6839
1.91118e+014	0.00218865	29.6757
1.91243e+014	0.00218432	30.68
1.91368e+014	0.00217397	31.7003
1.91492e+014	0.00218158	32.7316
1.91617e+014	0.00221632	33.7624
1.91742e+014	0.00226693	34.7822
1.91867e+014	0.00230936	35.7876
1.91992e+014	0.00232063	36.783
1.92117e+014	0.00228977	37.7777
1.92242e+014	0.00222224	38.7814
